product_id,store_id,missing_start_date,missing_end_date
product_0,store_1013,2024-09-14,2024-10-06
product_0,store_1013,2024-10-10,2024-11-30
product_0,store_1014,2024-06-01,2024-12-29
product_0,store_1015,2024-06-01,2024-12-31
product_0,store_1016,2024-06-01,2024-12-25
product_0,store_1017,2024-06-01,2024-12-31
product_0,store_1018,2024-06-10,2024-07-01
product_0,store_1018,2024-07-03,2024-08-02
product_0,store_1018,2024-08-04,2024-08-28
product_0,store_1018,2024-10-03,2024-10-17
product_0,store_1018,2024-12-05,2024-12-31
product_0,store_1019,2024-06-07,2024-06-20
product_0,store_1019,2024-08-26,2024-09-06
product_0,store_1019,2024-09-08,2024-09-18
product_0,store_1019,2024-10-06,2024-10-25
product_0,store_1019,2024-11-28,2024-12-31
product_0,store_102,2024-06-01,2024-12-28
product_0,store_1020,2024-08-24,2024-09-23
product_0,store_1020,2024-09-29,2024-11-04
product_0,store_1021,2024-07-07,2024-08-07
product_0,store_1021,2024-08-16,2024-09-13
product_0,store_1021,2024-11-10,2024-12-31
product_0,store_1022,2024-07-18,2024-08-02
product_0,store_1022,2024-08-04,2024-09-04
product_0,store_1022,2024-10-20,2024-12-25
product_0,store_1023,2024-06-01,2024-12-29
product_0,store_1024,2024-06-01,2024-12-29
product_0,store_1025,2024-08-25,2024-09-04
product_0,store_1025,2024-09-20,2024-09-30
product_0,store_1025,2024-12-07,2024-12-31
product_0,store_1026,2024-06-05,2024-07-05
product_0,store_1026,2024-07-07,2024-07-29
product_0,store_1026,2024-07-31,2024-08-28
product_0,store_1026,2024-08-30,2024-10-02
product_0,store_1026,2024-10-16,2024-11-14
product_0,store_1026,2024-12-05,2024-12-18
product_0,store_1027,2024-06-01,2024-12-29
product_0,store_1028,2024-07-01,2024-07-12
product_0,store_1028,2024-07-19,2024-07-30
product_0,store_1028,2024-09-21,2024-10-01
product_0,store_1029,2024-06-18,2024-07-05
product_0,store_1029,2024-08-09,2024-08-28
product_0,store_1029,2024-09-05,2024-09-20
product_0,store_1029,2024-09-29,2024-10-10
product_0,store_1029,2024-10-29,2024-11-13
product_0,store_1029,2024-11-23,2024-12-20
product_0,store_103,2024-12-10,2024-12-31
product_0,store_1030,2024-06-01,2024-12-29
product_0,store_1031,2024-08-11,2024-08-30
product_0,store_1031,2024-09-01,2024-09-12
product_0,store_1031,2024-09-25,2024-10-08
product_0,store_1031,2024-11-17,2024-12-31
product_0,store_1032,2024-06-01,2024-12-31
product_0,store_1033,2024-07-05,2024-08-08
product_0,store_1033,2024-08-10,2024-08-26
product_0,store_1033,2024-09-05,2024-09-30
product_0,store_1033,2024-10-12,2024-10-27
product_0,store_1033,2024-11-07,2024-11-29
product_0,store_1033,2024-12-10,2024-12-23
product_0,store_1034,2024-06-01,2024-12-29
product_0,store_1035,2024-06-02,2024-06-13
product_0,store_1035,2024-06-22,2024-07-03
product_0,store_1035,2024-07-05,2024-07-25
product_0,store_1035,2024-08-05,2024-08-18
product_0,store_1035,2024-08-24,2024-10-22
product_0,store_1035,2024-10-24,2024-11-06
product_0,store_1035,2024-11-08,2024-12-21
product_0,store_1036,2024-12-06,2024-12-17
product_0,store_1037,2024-09-10,2024-10-01
product_0,store_1037,2024-12-03,2024-12-17
product_0,store_1038,2024-06-01,2024-12-29
product_0,store_1039,2024-08-12,2024-08-22
product_0,store_1039,2024-11-10,2024-12-29
product_0,store_104,2024-07-17,2024-08-02
product_0,store_104,2024-08-27,2024-09-06
product_0,store_104,2024-09-22,2024-10-16
product_0,store_104,2024-10-27,2024-11-26
product_0,store_104,2024-12-07,2024-12-26
product_0,store_1040,2024-06-01,2024-12-31
product_0,store_1041,2024-07-01,2024-07-17
product_0,store_1041,2024-07-29,2024-08-10
product_0,store_1041,2024-08-12,2024-08-25
product_0,store_1041,2024-09-07,2024-10-05
product_0,store_1041,2024-11-18,2024-12-05
product_0,store_1042,2024-06-25,2024-08-05
product_0,store_1042,2024-08-29,2024-09-08
product_0,store_1042,2024-12-20,2024-12-31
product_0,store_1043,2024-06-10,2024-06-21
product_0,store_1043,2024-08-08,2024-08-31
product_0,store_1043,2024-10-12,2024-11-25
product_0,store_1043,2024-12-05,2024-12-31
product_0,store_1044,2024-06-01,2024-12-29
product_0,store_1045,2024-06-01,2024-12-31
product_0,store_1046,2024-07-01,2024-07-12
product_0,store_1046,2024-09-09,2024-10-23
product_0,store_1046,2024-10-27,2024-12-22
product_0,store_1047,2024-06-21,2024-07-10
product_0,store_1047,2024-11-14,2024-12-09
product_0,store_1047,2024-12-11,2024-12-31
product_0,store_1048,2024-06-01,2024-12-29
product_0,store_1049,2024-06-01,2024-06-28
product_0,store_1049,2024-07-01,2024-07-14
product_0,store_1049,2024-08-03,2024-08-16
product_0,store_1049,2024-08-28,2024-09-08
product_0,store_1049,2024-09-10,2024-10-14
product_0,store_1049,2024-11-25,2024-12-05
product_0,store_1049,2024-12-15,2024-12-26
product_0,store_105,2024-06-01,2024-07-02
product_0,store_105,2024-08-12,2024-08-26
product_0,store_105,2024-09-06,2024-09-24
product_0,store_105,2024-11-19,2024-12-20
product_0,store_1050,2024-06-01,2024-12-29
product_0,store_1051,2024-06-10,2024-06-28
product_0,store_1051,2024-06-30,2024-07-25
product_0,store_1051,2024-08-06,2024-08-16
product_0,store_1051,2024-08-18,2024-09-12
product_0,store_1051,2024-09-14,2024-09-28
product_0,store_1051,2024-10-10,2024-11-01
product_0,store_1051,2024-11-11,2024-11-21
product_0,store_1051,2024-11-30,2024-12-29
product_0,store_1052,2024-06-01,2024-06-24
product_0,store_1052,2024-07-21,2024-08-01
product_0,store_1052,2024-08-12,2024-09-09
product_0,store_1052,2024-09-12,2024-10-06
product_0,store_1052,2024-10-08,2024-10-31
product_0,store_1052,2024-11-20,2024-12-29
product_0,store_1053,2024-06-02,2024-06-19
product_0,store_1053,2024-08-10,2024-08-28
product_0,store_1053,2024-09-03,2024-09-16
product_0,store_1053,2024-11-03,2024-11-24
product_0,store_1054,2024-06-01,2024-12-29
product_0,store_1055,2024-06-18,2024-07-01
product_0,store_1055,2024-07-05,2024-07-17
product_0,store_1055,2024-08-27,2024-09-15
product_0,store_1055,2024-09-17,2024-10-07
product_0,store_1055,2024-11-24,2024-12-09
product_0,store_1056,2024-06-27,2024-08-09
product_0,store_1056,2024-08-20,2024-09-11
product_0,store_1056,2024-09-13,2024-09-29
product_0,store_1056,2024-10-09,2024-10-25
product_0,store_1056,2024-10-27,2024-12-29
product_0,store_1057,2024-06-01,2024-12-29
product_0,store_1058,2024-06-15,2024-07-01
product_0,store_1058,2024-07-20,2024-08-06
product_0,store_1058,2024-08-12,2024-08-31
product_0,store_1058,2024-09-11,2024-09-28
product_0,store_1058,2024-10-11,2024-10-27
product_0,store_1058,2024-10-29,2024-11-11
product_0,store_1058,2024-11-25,2024-12-31
product_0,store_1059,2024-06-01,2024-12-31
product_0,store_106,2024-07-26,2024-08-05
product_0,store_106,2024-10-17,2024-10-29
product_0,store_106,2024-12-15,2024-12-31
product_0,store_1060,2024-06-02,2024-06-19
product_0,store_1060,2024-07-03,2024-07-23
product_0,store_1060,2024-08-05,2024-08-15
product_0,store_1060,2024-08-27,2024-09-16
product_0,store_1060,2024-10-01,2024-10-11
product_0,store_1060,2024-10-30,2024-11-12
product_0,store_1060,2024-11-23,2024-12-05
product_0,store_1060,2024-12-07,2024-12-22
product_0,store_1061,2024-10-29,2024-11-16
product_0,store_1061,2024-12-05,2024-12-31
product_0,store_1062,2024-06-01,2024-12-25
product_0,store_1063,2024-06-01,2024-12-25
product_0,store_1064,2024-06-06,2024-06-16
product_0,store_1064,2024-07-10,2024-08-11
product_0,store_1064,2024-09-10,2024-10-06
product_0,store_1064,2024-11-16,2024-12-17
product_0,store_1064,2024-12-21,2024-12-31
product_0,store_1065,2024-06-01,2024-12-29
product_0,store_1066,2024-10-30,2024-12-06
product_0,store_1067,2024-06-01,2024-12-31
product_0,store_1068,2024-06-03,2024-06-13
product_0,store_1068,2024-06-20,2024-07-14
product_0,store_1068,2024-07-16,2024-07-26
product_0,store_1068,2024-08-09,2024-08-27
product_0,store_1068,2024-09-29,2024-10-18
product_0,store_1068,2024-10-20,2024-11-05
product_0,store_1068,2024-11-07,2024-11-22
product_0,store_1068,2024-11-30,2024-12-19
product_0,store_1069,2024-07-17,2024-08-02
product_0,store_1069,2024-10-06,2024-12-17
product_0,store_1069,2024-12-19,2024-12-31
product_0,store_107,2024-06-30,2024-07-28
product_0,store_107,2024-08-30,2024-09-13
product_0,store_107,2024-09-15,2024-09-27
product_0,store_107,2024-10-18,2024-11-11
product_0,store_107,2024-11-22,2024-12-07
product_0,store_107,2024-12-10,2024-12-22
product_0,store_1070,2024-06-01,2024-12-31
product_0,store_1071,2024-09-07,2024-09-27
product_0,store_1071,2024-10-22,2024-11-01
product_0,store_1071,2024-12-01,2024-12-31
product_0,store_1072,2024-07-15,2024-07-26
product_0,store_1072,2024-08-19,2024-09-17
product_0,store_1072,2024-09-28,2024-10-31
product_0,store_1072,2024-11-02,2024-11-28
product_0,store_1072,2024-12-12,2024-12-31
product_0,store_1073,2024-06-01,2024-06-20
product_0,store_1073,2024-07-12,2024-07-29
product_0,store_1073,2024-07-31,2024-09-11
product_0,store_1073,2024-11-28,2024-12-13
product_0,store_1074,2024-06-01,2024-12-31
product_0,store_1075,2024-06-06,2024-06-28
product_0,store_1075,2024-07-06,2024-07-24
product_0,store_1075,2024-07-26,2024-08-13
product_0,store_1075,2024-08-15,2024-08-31
product_0,store_1075,2024-09-04,2024-10-04
product_0,store_1075,2024-10-07,2024-11-01
product_0,store_1075,2024-11-10,2024-12-06
product_0,store_1075,2024-12-17,2024-12-31
product_0,store_1076,2024-06-01,2024-12-26
product_0,store_1077,2024-08-01,2024-08-16
product_0,store_1077,2024-10-10,2024-10-23
product_0,store_1077,2024-10-31,2024-11-21
product_0,store_1078,2024-07-01,2024-07-11
product_0,store_1078,2024-07-17,2024-07-30
product_0,store_1078,2024-08-29,2024-10-16
product_0,store_1078,2024-10-21,2024-11-03
product_0,store_1078,2024-11-05,2024-11-16
product_0,store_1078,2024-11-18,2024-12-01
product_0,store_1078,2024-12-03,2024-12-14
product_0,store_1078,2024-12-16,2024-12-29
product_0,store_1079,2024-09-17,2024-10-01
product_0,store_1079,2024-10-14,2024-11-02
product_0,store_1079,2024-11-26,2024-12-31
product_0,store_108,2024-06-11,2024-06-27
product_0,store_108,2024-07-08,2024-08-27
product_0,store_108,2024-09-02,2024-09-12
product_0,store_108,2024-10-03,2024-11-30
product_0,store_108,2024-12-02,2024-12-31
product_0,store_1080,2024-06-01,2024-12-29
product_0,store_1081,2024-06-01,2024-06-24
product_0,store_1081,2024-06-27,2024-08-18
product_0,store_1081,2024-08-20,2024-09-04
product_0,store_1081,2024-09-06,2024-10-24
product_0,store_1081,2024-10-26,2024-12-23
product_0,store_1082,2024-06-01,2024-12-31
product_0,store_1083,2024-06-01,2024-06-11
product_0,store_1083,2024-12-11,2024-12-31
product_0,store_1084,2024-06-01,2024-12-29
product_0,store_1085,2024-07-08,2024-09-07
product_0,store_1085,2024-09-25,2024-10-20
product_0,store_1085,2024-11-11,2024-11-23
product_0,store_1085,2024-11-27,2024-12-26
product_0,store_1086,2024-06-29,2024-08-10
product_0,store_1086,2024-08-14,2024-09-01
product_0,store_1086,2024-10-01,2024-12-31
product_0,store_1087,2024-06-10,2024-07-22
product_0,store_1087,2024-12-08,2024-12-31
product_0,store_1088,2024-06-01,2024-12-29
product_0,store_1089,2024-06-01,2024-06-29
product_0,store_1089,2024-12-11,2024-12-31
product_0,store_109,2024-06-07,2024-06-24
product_0,store_109,2024-07-22,2024-08-05
product_0,store_109,2024-08-07,2024-09-15
product_0,store_109,2024-09-18,2024-09-29
product_0,store_109,2024-10-26,2024-11-07
product_0,store_109,2024-11-27,2024-12-19
product_0,store_1090,2024-06-01,2024-12-29
product_0,store_1091,2024-06-01,2024-12-31
product_0,store_1092,2024-06-01,2024-06-13
product_0,store_1092,2024-06-17,2024-06-30
product_0,store_1092,2024-07-02,2024-07-13
product_0,store_1092,2024-07-15,2024-07-25
product_0,store_1092,2024-07-27,2024-08-09
product_0,store_1092,2024-08-11,2024-08-28
product_0,store_1092,2024-08-30,2024-09-10
product_0,store_1092,2024-09-12,2024-10-03
product_0,store_1092,2024-10-05,2024-11-08
product_0,store_1092,2024-11-10,2024-12-23
product_0,store_1093,2024-06-01,2024-12-31
product_0,store_1094,2024-06-08,2024-06-19
product_0,store_1094,2024-06-22,2024-07-08
product_0,store_1094,2024-07-23,2024-08-02
product_0,store_1094,2024-08-04,2024-08-16
product_0,store_1094,2024-08-18,2024-09-02
product_0,store_1094,2024-09-04,2024-11-29
product_0,store_1094,2024-12-03,2024-12-17
product_0,store_1094,2024-12-19,2024-12-31
product_0,store_1095,2024-06-01,2024-12-29
product_0,store_1096,2024-08-01,2024-08-13
product_0,store_1096,2024-09-23,2024-10-12
product_0,store_1096,2024-12-07,2024-12-20
product_0,store_1097,2024-06-01,2024-06-14
product_0,store_1097,2024-06-28,2024-07-22
product_0,store_1097,2024-07-24,2024-08-07
product_0,store_1097,2024-08-18,2024-09-06
product_0,store_1097,2024-09-22,2024-10-15
product_0,store_1097,2024-10-17,2024-11-09
product_0,store_1097,2024-11-11,2024-12-22
product_0,store_1098,2024-07-13,2024-07-24
product_0,store_1098,2024-07-26,2024-08-07
product_0,store_1098,2024-08-09,2024-09-07
product_0,store_1098,2024-09-09,2024-09-19
product_0,store_1098,2024-10-07,2024-10-23
product_0,store_1098,2024-11-06,2024-11-22
product_0,store_1098,2024-11-28,2024-12-13
product_0,store_1099,2024-06-01,2024-12-29
product_0,store_11,2024-06-01,2024-12-28
product_0,store_110,2024-06-01,2024-12-31
product_0,store_1100,2024-06-01,2024-12-29
product_0,store_1101,2024-06-09,2024-07-03
product_0,store_1101,2024-08-09,2024-09-11
product_0,store_1101,2024-09-14,2024-10-10
product_0,store_1101,2024-10-14,2024-11-02
product_0,store_1101,2024-12-07,2024-12-31
product_0,store_1102,2024-08-03,2024-08-24
product_0,store_1102,2024-08-27,2024-09-20
product_0,store_1102,2024-10-05,2024-12-31
product_0,store_1103,2024-08-25,2024-09-05
product_0,store_1103,2024-10-19,2024-11-25
product_0,store_1104,2024-06-04,2024-08-07
product_0,store_1104,2024-08-09,2024-10-04
product_0,store_1104,2024-11-11,2024-12-16
product_0,store_1105,2024-06-01,2024-12-31
product_0,store_1106,2024-06-01,2024-09-06
product_0,store_1106,2024-09-15,2024-09-26
product_0,store_1106,2024-10-10,2024-11-01
product_0,store_1106,2024-11-03,2024-11-15
product_0,store_1106,2024-11-18,2024-12-04
product_0,store_1106,2024-12-10,2024-12-29
product_0,store_1107,2024-10-22,2024-11-04
product_0,store_1107,2024-12-19,2024-12-31
product_0,store_1108,2024-06-01,2024-12-29
product_0,store_1109,2024-06-01,2024-06-19
product_0,store_1109,2024-07-17,2024-07-27
product_0,store_1109,2024-09-24,2024-10-05
product_0,store_1109,2024-10-20,2024-11-11
product_0,store_1109,2024-11-25,2024-12-07
product_0,store_1109,2024-12-09,2024-12-31
product_0,store_111,2024-06-18,2024-07-06
product_0,store_111,2024-08-25,2024-09-27
product_0,store_111,2024-10-06,2024-10-23
product_0,store_111,2024-11-02,2024-12-27
product_0,store_1110,2024-06-07,2024-06-30
product_0,store_1110,2024-08-17,2024-08-29
product_0,store_1110,2024-08-31,2024-09-12
product_0,store_1110,2024-09-17,2024-10-03
product_0,store_1110,2024-11-03,2024-11-22
product_0,store_1110,2024-12-02,2024-12-29
product_0,store_1111,2024-06-01,2024-12-31
product_0,store_1112,2024-06-04,2024-07-26
product_0,store_1112,2024-07-28,2024-09-15
product_0,store_1112,2024-10-08,2024-10-25
product_0,store_1112,2024-11-10,2024-12-02
product_0,store_1113,2024-06-01,2024-12-29
product_0,store_1114,2024-06-01,2024-06-26
product_0,store_1114,2024-07-04,2024-07-15
product_0,store_1114,2024-07-19,2024-08-03
product_0,store_1114,2024-08-06,2024-09-05
product_0,store_1114,2024-09-10,2024-09-22
product_0,store_1114,2024-10-22,2024-11-08
product_0,store_1114,2024-11-21,2024-12-02
product_0,store_1114,2024-12-20,2024-12-31
product_0,store_1115,2024-06-01,2024-12-31
product_0,store_1116,2024-06-01,2024-12-31
product_0,store_1117,2024-06-01,2024-12-29
product_0,store_1118,2024-06-02,2024-07-11
product_0,store_1118,2024-07-14,2024-09-22
product_0,store_1118,2024-09-25,2024-10-05
product_0,store_1118,2024-10-28,2024-11-26
product_0,store_1118,2024-11-28,2024-12-31
product_0,store_1119,2024-06-01,2024-12-31
product_0,store_112,2024-06-20,2024-07-16
product_0,store_112,2024-07-18,2024-08-17
product_0,store_112,2024-10-21,2024-11-02
product_0,store_112,2024-11-20,2024-11-30
product_0,store_112,2024-12-06,2024-12-25
product_0,store_1120,2024-06-21,2024-07-13
product_0,store_1120,2024-08-18,2024-08-30
product_0,store_1120,2024-09-14,2024-09-28
product_0,store_1120,2024-11-09,2024-12-01
product_0,store_1120,2024-12-16,2024-12-26
product_0,store_1121,2024-07-13,2024-07-24
product_0,store_1121,2024-08-19,2024-08-31
product_0,store_1121,2024-10-07,2024-12-31
product_0,store_1122,2024-06-01,2024-06-24
product_0,store_1122,2024-06-26,2024-08-09
product_0,store_1122,2024-08-18,2024-10-12
product_0,store_1122,2024-10-14,2024-11-16
product_0,store_1122,2024-11-18,2024-12-15
product_0,store_1122,2024-12-17,2024-12-31
product_0,store_1123,2024-06-14,2024-06-26
product_0,store_1123,2024-08-19,2024-10-23
product_0,store_1123,2024-10-26,2024-12-13
product_0,store_1123,2024-12-15,2024-12-31
product_0,store_1124,2024-06-01,2024-07-17
product_0,store_1124,2024-08-08,2024-08-19
product_0,store_1124,2024-10-31,2024-11-18
product_0,store_1124,2024-11-28,2024-12-21
product_0,store_1125,2024-06-21,2024-07-17
product_0,store_1125,2024-07-21,2024-08-01
product_0,store_1125,2024-08-23,2024-09-02
product_0,store_1125,2024-09-25,2024-10-14
product_0,store_1125,2024-10-31,2024-11-11
product_0,store_1125,2024-12-05,2024-12-31
product_0,store_1126,2024-06-01,2024-06-25
product_0,store_1126,2024-07-07,2024-07-17
product_0,store_1126,2024-08-04,2024-09-14
product_0,store_1126,2024-11-11,2024-11-21
product_0,store_1126,2024-11-24,2024-12-31
product_0,store_1127,2024-06-06,2024-06-18
product_0,store_1127,2024-07-01,2024-07-12
product_0,store_1127,2024-07-14,2024-08-08
product_0,store_1127,2024-08-10,2024-09-03
product_0,store_1127,2024-09-05,2024-09-27
product_0,store_1127,2024-09-29,2024-11-02
product_0,store_1127,2024-11-25,2024-12-21
product_0,store_1128,2024-06-04,2024-06-26
product_0,store_1128,2024-06-29,2024-07-10
product_0,store_1128,2024-07-15,2024-08-12
product_0,store_1128,2024-08-26,2024-09-13
product_0,store_1128,2024-09-20,2024-10-17
product_0,store_1128,2024-10-20,2024-11-14
product_0,store_1128,2024-11-16,2024-11-28
product_0,store_1129,2024-09-22,2024-10-12
product_0,store_1129,2024-11-20,2024-12-31
product_0,store_113,2024-06-01,2024-12-28
product_0,store_1130,2024-06-14,2024-06-24
product_0,store_1130,2024-07-12,2024-07-25
product_0,store_1130,2024-08-19,2024-09-24
product_0,store_1130,2024-10-19,2024-10-30
product_0,store_1130,2024-11-02,2024-11-24
product_0,store_1130,2024-11-26,2024-12-11
product_0,store_1130,2024-12-13,2024-12-31
product_0,store_1131,2024-06-22,2024-07-07
product_0,store_1131,2024-08-06,2024-08-29
product_0,store_1131,2024-09-03,2024-09-16
product_0,store_1131,2024-09-22,2024-11-26
product_0,store_1131,2024-11-28,2024-12-20
product_0,store_1132,2024-06-02,2024-07-02
product_0,store_1132,2024-07-10,2024-10-11
product_0,store_1132,2024-10-13,2024-12-31
product_0,store_1133,2024-06-01,2024-12-31
product_0,store_1134,2024-06-09,2024-06-19
product_0,store_1134,2024-06-28,2024-07-10
product_0,store_1134,2024-07-22,2024-08-18
product_0,store_1134,2024-08-24,2024-09-15
product_0,store_1134,2024-12-05,2024-12-31
product_0,store_1135,2024-07-16,2024-08-02
product_0,store_1135,2024-08-06,2024-09-01
product_0,store_1135,2024-10-20,2024-11-05
product_0,store_1135,2024-11-08,2024-11-26
product_0,store_1135,2024-12-05,2024-12-31
product_0,store_1136,2024-06-21,2024-07-20
product_0,store_1136,2024-07-22,2024-08-01
product_0,store_1136,2024-09-16,2024-10-11
product_0,store_1136,2024-10-20,2024-12-31
product_0,store_1137,2024-06-01,2024-07-06
product_0,store_1137,2024-07-08,2024-07-19
product_0,store_1137,2024-07-24,2024-08-09
product_0,store_1137,2024-08-30,2024-09-09
product_0,store_1137,2024-09-17,2024-10-12
product_0,store_1137,2024-10-24,2024-11-08
product_0,store_1137,2024-11-21,2024-12-04
product_0,store_1138,2024-06-05,2024-06-20
product_0,store_1138,2024-07-17,2024-08-07
product_0,store_1138,2024-08-19,2024-09-04
product_0,store_1138,2024-09-24,2024-10-23
product_0,store_1138,2024-11-10,2024-12-31
product_0,store_1139,2024-06-20,2024-07-17
product_0,store_1139,2024-07-19,2024-09-01
product_0,store_1139,2024-09-03,2024-09-24
product_0,store_1139,2024-09-26,2024-10-31
product_0,store_1139,2024-11-05,2024-11-22
product_0,store_1139,2024-12-05,2024-12-15
product_0,store_114,2024-06-01,2024-12-28
product_0,store_1140,2024-06-01,2024-12-31
product_0,store_1141,2024-06-01,2024-12-29
product_0,store_1142,2024-06-01,2024-06-11
product_0,store_1142,2024-06-20,2024-07-02
product_0,store_1142,2024-07-18,2024-07-28
product_0,store_1142,2024-07-30,2024-08-15
product_0,store_1142,2024-09-01,2024-09-28
product_0,store_1142,2024-10-05,2024-10-24
product_0,store_1142,2024-10-29,2024-11-18
product_0,store_1143,2024-06-01,2024-12-31
product_0,store_1144,2024-06-01,2024-08-12
product_0,store_1144,2024-08-14,2024-08-27
product_0,store_1144,2024-09-15,2024-10-17
product_0,store_1144,2024-10-19,2024-12-05
product_0,store_1144,2024-12-07,2024-12-31
product_0,store_1145,2024-06-01,2024-07-20
product_0,store_1145,2024-08-07,2024-08-20
product_0,store_1145,2024-08-22,2024-09-04
product_0,store_1145,2024-09-11,2024-09-23
product_0,store_1145,2024-11-03,2024-11-14
product_0,store_1145,2024-11-19,2024-11-30
product_0,store_1145,2024-12-02,2024-12-31
product_0,store_1146,2024-06-01,2024-12-31
product_0,store_1147,2024-06-08,2024-06-18
product_0,store_1147,2024-07-02,2024-07-12
product_0,store_1147,2024-07-14,2024-07-25
product_0,store_1147,2024-09-24,2024-10-22
product_0,store_1147,2024-11-25,2024-12-31
product_0,store_1148,2024-06-01,2024-06-21
product_0,store_1148,2024-07-01,2024-07-21
product_0,store_1148,2024-07-23,2024-08-12
product_0,store_1148,2024-08-14,2024-08-25
product_0,store_1148,2024-10-16,2024-10-29
product_0,store_1148,2024-11-09,2024-11-26
product_0,store_1148,2024-12-17,2024-12-31
product_0,store_1149,2024-06-01,2024-06-15
product_0,store_1149,2024-06-17,2024-09-05
product_0,store_1149,2024-09-11,2024-09-28
product_0,store_1149,2024-09-30,2024-10-20
product_0,store_1149,2024-10-22,2024-11-10
product_0,store_1149,2024-11-12,2024-11-30
product_0,store_1149,2024-12-02,2024-12-31
product_0,store_115,2024-09-09,2024-09-20
product_0,store_115,2024-10-14,2024-11-01
product_0,store_115,2024-12-08,2024-12-31
product_0,store_1150,2024-06-01,2024-12-29
product_0,store_1151,2024-06-09,2024-06-26
product_0,store_1151,2024-07-28,2024-08-07
product_0,store_1151,2024-08-18,2024-09-10
product_0,store_1151,2024-09-23,2024-10-05
product_0,store_1151,2024-10-07,2024-12-08
product_0,store_1152,2024-06-01,2024-12-29
product_0,store_1153,2024-06-12,2024-07-20
product_0,store_1153,2024-07-22,2024-08-15
product_0,store_1153,2024-08-21,2024-09-02
product_0,store_1153,2024-09-13,2024-10-07
product_0,store_1153,2024-10-24,2024-11-13
product_0,store_1153,2024-11-15,2024-12-12
product_0,store_1153,2024-12-14,2024-12-31
product_0,store_1154,2024-06-12,2024-07-06
product_0,store_1154,2024-07-28,2024-08-08
product_0,store_1154,2024-08-24,2024-09-03
product_0,store_1154,2024-09-16,2024-09-27
product_0,store_1154,2024-10-16,2024-10-26
product_0,store_1154,2024-11-01,2024-11-13
product_0,store_1154,2024-11-30,2024-12-25
product_0,store_1155,2024-06-19,2024-07-18
product_0,store_1155,2024-07-24,2024-08-22
product_0,store_1155,2024-09-03,2024-09-13
